job_text,job_type
"Are you driven by innovation and integrity? Do you seek to find solutions to the impossible? Here at Cyber Cloud Technologies, we are working on many exciting programs and helping develop cutting edge products and applications to meet the complex and evolving needs of our customers. We are looking for innovators, strategic thinkers, and high-performing mission-focused talent to join our team. At Cyber Cloud Technologies we believe everything is possible.:

We are looking for a Data Scientist for a large program in the Annapolis Junction area. If you have a technical degree, a current security clearance with poly, five years of experience analyzing datasets and developing analytics, :and enjoy working with cutting edge technology to support a vital mission, we'd love to have a conversation. Some of the day to day activities include the following::
Produce data visualizations that provide insight into dataset structure and meaning
Work with subject matters experts (SMEs) to identify important information in raw data and develop scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs)
Incorporate SME input into feature vectors suitable for analytic development and testing
Translate customer qualitative analysis process and goals into quantitative formulations that are coded into software prototypes
Develop and implement statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analytics
Develop statistical tests to make data-driven recommendations and decisions
Develop experiments to collect data or models to simulate data when required data are unavailable
Develop feature vectors for input into machine learning algorithms
Identify the most appropriate algorithm for a given dataset and tune input and model parameters
Evaluate and validate the performance of analytics using standard techniques and metrics (e.g. cross validation, ROC curves, confusion matrices)


Cyber Cloud Technologies is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class.


:",data scientist
"What You Will Do:

General Summary
Under limited supervision coordinates financial and clinical decision support services. Researches, designs, negotiates and executes financial decision support projects with clinical and administrative staff. Operations include the following areas: Budgeting, Cost Accounting, Clinical Resource Management, Financial Business Planning, and Managed Care Contracting.
Principal Responsibilities and Tasks
The following statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all job duties performed by personnel so classified.Perform project management/consulting role for the development and implementation of various financial projects with various Finance and UMMS department leadership to properly align resources to complete projects in effective and timely manner.Prepares various reports, surveys and special projects as requested by senior management or for miscellaneous requesting agencies in accordance with departmental procedures.Monitors and assesses procedural, resource, and/or structural changes to the Medical System and collaborate with multi-disciplinary teams throughout the Medical System to effectively institute necessary process changes.Keeps up-to-date with the developments/changes in the field and applicable regulations and procedures affecting hospital finance and regulatory practices. Keeps current on finance information system updates and enhancements.
Specialization in Hospital Decision SupportPerforms complex financial evaluations of new programs/ventures, including assessment of volume, reimbursement, payor mix, operating costs, working capital needs, capital requirements and the financial structure in accordance with departmental policies and procedures.Prepares and/or validates assumptions, complex calculations, schedules and other documentation in developing the Medical Centers annual capital and operating budgets in accordance with generally accepted accounting principles (GAAP) and departmental procedures.Communicates with various departments in order to resolve various budget-related financial problems and procedures. Assists manager/analyst in understanding variances from budget and assists in documenting new issues that impact the current and future budget development.Assist in the management and development of multi-year budgets.Maintains cost accounting methodology and ensures that changes in financial operations are accurately accounted for.Facilitates the production and distribution of the decision support clinical services profitability statements and other Medical Center analyses.Communicates with departments and clinical services on questions and issues surrounding cost accounting analyses.Designs and produces financial reports to meet the decision-making needs of senior management.
Specialization in Clinical AnalysisEnsures clinical analyst data quality and integrity.Develops, implements, and maintains executive reporting tool in coordination with the Intranet Committee.Conducts specific financial assessments and outcomes to include profitability analysis of hospital product lines, and supports the development of clinical and surgical pathways with the Department of Clinical Effectiveness.Responsible for creating and maintaining all levels of documentation required to utilize, maximize, and audit decision support clinical analyst data.Responsible for networking with HBOC and other decision support users to insure that the system is being maximized.Responsible for the coordination with other UMMS departments to insure that decision support data is either unaffected or modified to accommodate institutional and systems changes.Responsible for participating in and supplying any data needed for regulatory compliance (HIPAA).
Specialization in Strategic Financial Planning and Subsidiary VenturesPrepares and/or validates assumptions, complex calculations, schedules and other documentation in developing the Medical Centers and Medical Systems annual capital and operating budgets in accordance with generally accepted accounting principles (GAAP) and departmental proceduresDevelopment of long-term financial forecasts that incorporate the changes in patient service activity, the reimbursement environment, payor mix, operating costs, capital financing structure and overall capital requirements primarily utilizing the ENUFF model.Maintains the Medical System’s strategic capital plan and determines how these capital issues will affect the long-range financial forecast. Produces regular updates of this document for internal use.Reports and maintains external and internal benchmarking indicators.

What You Need to Be Successful:

Education and ExperienceBachelor’s degree is required. Finance, Accounting, Hospital Administration, Business/Public Administration or a related field is preferred. MBA, CPA or Master's degree in Finance, preferred.5 years progressively responsible financial planning, financial analysis, budgeting, managed care or accounting experience.Healthcare-related finance background is preferred.
Knowledge, Skills and AbilitiesWorking knowledge of the budgeting and cost accounting systems. Extensive working knowledge of financial data and systems as well as strong communication and organizations skills.Ability to motivate and tactfully guide management and co-workers while maintaining required degree of confidentiality and purpose.Ability to address groups of various sizes, discuss/debate alternatives with other professionals and/or arbitrate differences of opinion and/or focus.Ability to judge the level of confidentiality of information / activities involved in and exhibit integrity in use of dissemination of such information.Expert knowledge of spreadsheets (i.e. Microsoft Excel), databases (i.e., Microsoft Access), word processing programs (i.e., Microsoft Word), graphic/specialty and other finance-related software programs. Ability to teach others and act as a department resource of expertise. Ability to develop and evaluate complex financial data via use of computer analysis.Excellent organization and problem-solving skills and team leadership skills are required to develop and implement efficient work processes. Ability to work in a stressful environment. Ability to work effectively in a matrix work environment.
We are an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",data scientist
"A Senior Data Scientist at Amobee is responsible for the collection, verification and cleaning of data that is generated by the company or provided by our partners to meet our business needs. The Senior Data Scientist is also responsible for creating and executing of research agendas in the fields of natural language processing, audience analytics and bid optimization, as well as the delivery of statistically valid solutions for implementation and deployment by our engineering teams. Additionally, the Senior Data Scientist is responsible for identifying and advising the company about the viability of new potential projects and about the value of potential data partnerships.

Responsibilities
Researching existing state-of-the-art solutions for data driven problems that are similar to the ones Amobee faces and convert them to fit our business needs
Identifying relevant data sources that will help create new data driven products
Executing analytical experiments to measure the quality of our products and monitor it over time
Creating detailed reports and analytics for the performance of our data driven solutions
Implementing improvements to our existing data driven products
Qualifications
Degree in Operations Research, Computer Science, Mathematics, Statistics, Industrial Engineering, Mechanical Engineering, Physics, or related field; MS/PhD preferred
3+ years of relevant experience
Strong analytical, statistical, and math abilities; Exceptional problem-solving skills
Knowledge in Python/Java/Clojure
Knowledge in at least one deep learning framework
Excellent communication skills
Extreme attention to detail
Ability to work as part of a team in a fast-paced environment
#LI-KR1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",data scientist
"Overview:

Gryphon Technologies is a premier engineering and technical services provider supporting National Security programs. Gryphon is the federal Government’s partner working in support of mission critical systems in every phase of their lifecycle. We are proud of our ability to help shape tomorrow, while ensuring today’s U.S. and coalition forces can carry out their critical missions and tasks.

Gryphon is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Responsibilities:

CHIEF DATA SCIENTIST
Reports directly to the CEO. Works collaboratively with Gryphon’s other senior management and technical personnel throughout the Gryphon enterprise.Advise the CEO on decisions with respect to alignment of Gryphon investments in corporate acquisitions, IR&D projects, and infrastructure to support the future needs of the Navy.Develop data utilization, analytics, and visualization strategies to:
o Create high-level system architectures for solutions to address emerging customer requirements and Gryphon IR&D projects.
o Improve performance on Gryphon’s contracts, to support the implementation of digital strategies to solve technical problems through providing Model Based Systems Engineering and Model Based Product Support that could provide a base for developing predictive tools to focus on cyber, logistic and maintenance solutions.
Assist in communications with Gryphon customers and potential customers to identify areas of need, define requirements, and propose solutions.Maintain an awareness of the status of major Government information technology initiatives applicable to design, engineering, production, and sustainment of Navy assets. Support Gryphon efforts to adopt and be compatible with these infrastructure changes as they are implemented.Manage special projects as assigned to support the implementation of data optimization strategies.
Qualifications:

Minimum Skill Qualifications
Master's Degree Required, Ph.D. PreferredTechnical leader and innovator with strong track record of program management excellence in data analysis, machine learning, systems engineering; policy definition and execution; strategic planning; and complex configuration management.
Strong leader and team-builder with outstanding communication skills and meaningful experience with systems engineering, information system architectures, policymaking, and program management. Proven experience developing, building, and maintaining a business unit.
One must have good written communication, interpersonal, problem-solving, analytical, mathematical, and organizational skills. Ability to follow directions is a must. Applicants must be able to work well alone and as part of a team. A Security Clearance or the ability to obtain one will be required. U.S. Citizenship required.",data scientist
"Title: Sr. Data Scientist - Corporate@ Arlington, Virginia
Terms of Hire: Full Time.
Salary: $ 105,000–$150,000 / yr+ Benefits.


Job description:
Job description:
Position Purpose: Responsible for advanced and predictive data analytics using big data and data science technology for healthcare innovation and outcomes. Perform analysis using data science techniques on structured and unstructured data sets, and develop algorithms for targeted business needs.

Design and develop data models to predict member outcomes or future impact of key member decisions.
Design and construct analysis tools that extract, and analyze data and store analytical results in an appropriate format for business needs.
Conduct exploratory data analysis from complex data sources and build key data sets to support Company’s mission.
Evaluate and design experiments to monitor key metrics and identify improvement opportunities.
Develop mathematical and statistical models to distinguish relevant content or events and recognize patterns.
Participate in presentations and communicate results of research analysis and findings.
Participate in the design of automated, operational analytics processes to achieve scale and durability of analysis processes.
Validate and measure the outcomes of health management programs using SAS, R and other tools, to include provider data, claims data, membership data
Manage multiple projects as assigned and assist with training Data Analysts.
Responsible for development efforts with technical team liaisons, including gathering business requirements, documentation, testing, delivery and user adoption, and communicate expectations to the Health Plan.
Qualifications::
Knowledge/Experience: Master’s degree in Statistics, Mathematics, Computer Science, Informatics, Econometrics, Engineering, Experimental Science with 5+ years of experience or Bachelor’s degree and 7+ years of quantitative analysis experience in data science capabilities including data mining, predictive modeling, machine learning, statistical modeling, large scale data acquisition, transformation, and structured and unstructured data analysis. Experience with database technologies, including Oracle, SAP, DB2, Teradata, MS SQL Server, SAP HANA, MySQL.
You Will Enjoy:
An opportunity to be a part of a great culture, an awesome team, a challenging work environment, and some fun along the way!
Apply today to learn more and be part of our Growth story.
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.",data scientist
"Data Scientist (Fairfax, VA)
Do you want to be part of a team that contributes to our nation’s defense while implementing cutting-edge aerospace technology solutions? At Trident Systems, you could be a part of a team delivering world-class technology solutions that make a difference in the world we live in today. We have customers in both federal and commercial markets around the world and provide leading-edge technology solutions in some of the most demanding environments. Trident offers a fast-paced, agile, team-oriented work environment with an exceptional compensation package.
ROLE:
The Data Scientist will work alongside existing Condition Based Maintenance personnel to support data collection, review, and analysis, as well as working with to implement relevant algorithms and Machine Learning (ML)/Artificial Intelligence (AI) models to achieve project goals. This role will involve collecting data with existing tools, reviewing data collected and stored, identifying trends and algorithms for predictive and diagnostic health classification, and developing/recommending ML/AI approaches. The Data Scientist will be an integral part to Trident's established CBM team using a variety of tools to guide Trident's development.
ESSENTIAL FUNCTIONS:
Collect, review, and analyze data from sensors and platform interfaces.
Identify trends and methods to provide predictive analytics.
• Create ML/AI models to support predictive analytics and provide direction to software team implementing the models. • Document algorithms and models for future use as well.
Minimal travel to support meetings with customers for data collection and program review.
Work under the direction of the Engineering Group Director and Project Manager.
Work as part of a fast-paced team.
KNOWLEDGE, SKILLS, & ABILITIES:
Bachelor's degree in Computer Science, Computer Engineering, Electrical Engineering, Software Engineering, Mathematics or related field from an accredited college or university
5-10 years progressive experience in data analysis, ML, and model creation
Experience using MATLAB and associated toolboxes for algorithm development and/or data review
Experience working with ML/AI frameworks and packages such as TensorFlow and/or PyTorch
Experience reviewing bulk data and performing trend analysis through standard tools
Experience using scripting languages to import, parse, analyze, and store data
Organizational skills, both with physical workspace and electronic data.
Strong communication skills, both verbal and written
Strong team player
PREFERRED EXPERIENCE:
Master's degree in Machine Learning, Statistics, or related discipline
Experience with software development life-cycles
Proven expertise interacting with customers and other contractors
EEO Statement: All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of disability, race, national origin, color, religion, sex, gender identity, or sexual orientation. Trident Systems Incorporated is an Equal Opportunity Employer of protected Veterans and a VEVRAA Federal Contractor. Trident Systems has a desire for priority referrals of protected Veterans. http://www.tridsys.com/pdfs/eeo-post.pdf.",data scientist
"McLean 2 (19052), United States of America, McLean, Virginia
Senior Manager, Data Scientist - NLP
At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.
Department Summary:
The Card ML team is working to transform every corner of our business with machine learning. To accomplish this goal, we use the latest techniques in machine learning and natural language processing - deep learning, reinforcement learning, genetic algorithms, representation learning - and marry them with real-time streaming data in the cloud, to create best-in-class enterprise-scale ML products. We tackle a huge variety of business problems and work with vast quantities of data of every kind.
Role Summary:
As a Senior Manager, Machine Learning at Capital One, you will be joining an applied research group that’s part of driving the next wave of disruption at a whole new scale. Using the latest technology and state-of-the-art machine learning, you’ll unlock opportunities that help everyday people save money, time and difficulty in their financial lives. As a leader in the group, you will partner closely with team members, engineers, product managers and business stakeholders to innovate and build ML applications at the largest scale. NLP scientists in this group work on an array of challenging problems, including robust methods to tackle the noisy output of speech recognition systems, automated insights from unstructured text, and the next generation of virtual assistants. In this role, you will provide technical leadership in NLP research, ML engineering, and reproducible science to support design, execution and delivery of these business critical outcomes. We also encourage active participation in the wider research community.
The Ideal Candidate is:
Technical. You are independent and can develop your own algorithms and experiments. You have hands-on experience developing NLP solutions, from concept to production, and selecting the right tool for the job at hand. You have significant experience with cloud computing, systems architecture, and IAAS. You are fluent in Python and comfortable with C/C++, Go, or Java/Scala.
Leader. You are an effective mentor and hands-on leader, able to guide a team from design through a cohesive execution strategy towards a unified business outcome. You challenge conventional thinking and traditional ways of operating and you work with stakeholders to identify and improve the status quo.
Innovative. You continually research and evaluate emerging technologies. You stay current on the changing landscape as well as published state-of-the-art ML methods, technologies, and applications. You ask why, explore and openly share your disruptive ideas.
Business-Minded. You can analyze customer needs and drive towards impactful business outcomes.
Basic Qualifications:
Bachelor’s Degree plus 7 years of experience in machine learning systems, Master’s Degree plus 5 years of experience in machine learning systems, or PhD in a Machine Learning discipline plus 2 years of experience in machine learning systems
At least 7 years of experience developing solutions that leverage one or more of the following: distributed computing, databases, natural language processing, machine learning, deep learning, search, speech processing, video analysis or optical character recognition
At least 3 years of coding experience with open source programming languages
Preferred Qualifications:
PhD in a Machine Learning discipline plus 4 years of experience in machine learning systems
At least 8 years’ experience designing and developing production software and libraries
At least 5 years’ experience working with cloud computing platforms in AWS or Azure
At least 3 years of coding experience in Python, C/C++, or Scala
At least 1 peer reviewed publication demonstrating best practices for conducting applied research
At least 1 year of experience managing people
Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.",data scientist
"Are you looking to join a highly ambitious media analytics & software startup? Do you want to bring a groundbreaking product new to the market? Cross Screen Media is founded by industry veterans and gives customers, by using a common currency for TV and digital, a new way to plan and execute video advertising campaigns. To achieve this, we need to build an amazing team. Here's where you come in…
We are looking to hire a Senior Data Scientist with a strong work ethic and a passion for the fast-paced startup life. The ideal candidate will work on the methodology & algorithms at the core of our product, ScreenSolve, and define and build models that drive optimization of media plans, prediction of television ratings, and other upcoming features.

Key Responsibilities:
Lead definition and implementation of descriptive and predictive models across a variety of marketing tech functional areas
Collaborate with the product team, executives, & other stakeholders to define what's possible
Deliver output of the highest quality, including code, models, & documentation
Contribute to development of data pipelines
Deliver work on a cadence within an agile framework

Experience:
MS in math-related field
5+ years experience in data science
Experience working with SQL
Experience working with Python & associated ecosystem
Nice to have: PhD in math-related field
Nice to have: experience with Spark or other big data framework
Nice to have: Exposure to ad tech concepts & terminology

What We Offer
Competitive salary with high bonus potential
Collaborative and creative atmosphere, with inspired leadership
Career advancement opportunities
Recognition and reward for outstanding performance
Great medical, dental & vision Insurance packages
Competitive 401K with company match to plan for the long term
Unlimited paid-time-off
Transportation benefits & cell phone reimbursement
Casual dress all day, every day
Unfortunately we are not able to sponsor visas for this position.",data scientist
"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.
You're an Individual. We're the team for you. Together, let’s transform the way the world pays.

Job Description

We are currently seeking an energetic and passionate principal data scientist to drive analytical projects and to ensure that Visa Predictive Models deliver the world-class quality that our clients have come to expect.
The Visa Predictive Models team is responsible for building and maintaining consumer behavior and risk models to solve business problems for Visa’s clients. We work with one of the richest payment and consumer behavior data sets in the world. So if you like digging through mounds of complicated data, creating insightful attributes and building AI for prediction then you need to apply to this team!
The team closely collaborates with other analytic stakeholders to clarify the business problem in order to determine the most appropriate analytic approach that provides meaningful results to customers. Responsibilities include projects on time and within scope with an in-depth knowledge of big data and cutting edge data mining techniques as well as the use of predictive, classification, machine learning and alternate analytic algorithms for modeling and segmentation.
The successful candidate will be based in either Arlington, VA or Foster City, CA.
Responsibilities:Perform model validation for newly developed eCommerce models, generate performance analysis, interpret and present validation and model governance results to non-technical audience.Compile complex predictive model packages for production deployment; support model installations, and monitor and calibrate production modelsDefine financial and analytic metrics to measure development and production outcomes and produce performance reports and dashboardsDevelop the next generation eCommerce modelingPropel analytic product development via conducting statistical analyses on various data sources; and add values to products by being innovative and applying the analysisSupport sales and marketing efforts with sound statistical and financial analysis; execute ad-hoc analyses to meet the fast-changing market demandsDevelop business requirements and appropriate statistical analysis/prototypes to meet critical business needsWork on cross functional teams and collaborate with internal and external stakeholdersPromote big data innovations and analytic education throughout the Visa organization

Qualifications

Basic QualificationsMaster’s Degree in a quantitative field, such as Statistics, Mathematics, Operational Research, Computer Science, Economics, or Engineering6+ years of working experience in a predictive modeling, data analysis or data visualization function

Preferred QualificationsStrong communication skills to work with internal and external clientsProven ability of handling multi-tasks in a dynamic environmentAttention to details and problem-solving skillsCandidates with a PhD in a quantitative field, such as Statistics, Mathematics, Operational Research, Computer Science, Economics, or Engineering preferredHands-on experience with deep learning preferredExperience with Spark (Scala or Python) preferredPast marketing modeling experience in financial industry preferredExperience with Agile methods and tools (Jira, Git, Jenkins & Artifactory) for the production deployment of software or predictive models preferred
Additional Information

Visa will consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.",data scientist
"As the largest most diversified television broadcasting company in the country, we continuously look to embrace new digital opportunities and challenge ourselves to defy expectations of what a broadcaster can do. You will work closely with data engineers to obtain and use large amounts of data to test and report on broadcast center forecasting, capacity, utilization and provide data-backed recommendations. You will provide immense value to our business by enabling quantitative decision-making across the organization.
Responsibilities:
Operations, Collaboration & Partnerships
â€¢ Create models and processes that minimize the cost of the broadcast center by forecasting service management workloads, improving capacity planning, and optimizing resource utilization
â€¢ Engage with business leaders to understand their specific needs and present complex findings, both verbally and visually
â€¢ Analyze application and infrastructure performance data in order to prevent, detect, and mitigate broadcast center incidents
â€¢ Utilize Consumer telemetry layer to provide insights for broadcast organization
â€¢ Utilize mathematics and statistical analyses to generate insights for broadcast organization
Performance Improvement
â€¢ Track operations and constantly look for ways to make things work better, faster, and smoother
People Management & Development
â€¢ Thrive in a fast-paced and demanding environment, possess a high level of intellectual curiosity, and demonstrate strong judgment in the face of ambiguity
Qualifications:
â€¢ 2+ years of data taxonomy, BI, data migration or data lake integration experience
â€¢ Proven experience using one or more data modeling tools (including, but not limited to, SQL, Spark, ElasicSearch, Hive, Azure Data Lake, BigQuery, etc.)
â€¢ Proven experience using object-oriented programming languages (including, but not limited to, Python, JavaScript, Java, Scala, etc.) and functional data science tools such as R, or others
â€¢ Experience with data visualization tools (including, but not limited to, Matplot, Splunk, Kibana, DataStudio, Tableau, Cognos, etc.)
â€¢ Experience with Consumer telemetry, infrastructure monitoring, and process improvement preferred
â€¢ Thrive in a fast-paced and demanding environment, possess a high level of intellectual curiosity, and demonstrate strong judgment in the face of ambiguity
Sinclair Broadcast Group, Inc. is proud to be an Equal Opportunity Employer and Drug Free Workplace!
About Us
Make your mark in Media with Sinclair Broadcast Group, a diversified media company dedicated to connecting people with content everywhere! We have consistently led the broadcast industry since our inception, and now Sinclair owns the largest regional sports network business and one of the largest television broadcast portfolios in the country. In addition, we have affiliations with all of the major broadcast networks, own Tennis Channel, and several multicast networks including TBD and Comet. Our content is distributed over-the-air, on multi-video providers, and through our industry-leading digital media platforms. We also recently launched a free TV streaming service called STIRR. Our success is the direct result of our extraordinary employees and management team who believe in our vision and are dedicated to ensuring a great future for our employees. We are advancing the world of Media and want YOU to join our winning team!
About the Team
The life-blood of our organization is our people. We have a compelling story, a goal-oriented culture, and we take really good care of people. How good? Here is a glimpse: great benefits, open door policy, upward mobility and a strong desire to see you succeed. Ready to be part of a winning team? Let's talk.",data scientist
"Expression Networks is looking for a full-time Health Data Scientist to join our team in Washington, DC. We need talented professionals experienced with creating cutting-edge statistical models and web applications in a fast paced health care sector. The Health Data Scientist will work on machine learning pipelines, blockchain technology, and innovative disaster relief solutions for combating scenarios such as COVID-19. We are looking for a professional that is driven and knowledgeable about current health care technologies that support health informatics solutions and their users. This professional will work with a likeminded and dedicated Agile team on shared goals to modernize/create cutting edge technologies.

Job Responsibilities:
Professional experience working with React, Ruby on Rails, D3, Typescript, and Python
Stay up to date on latest research and technology paradigms to apply to technology platforms
Build frontend visualizations of health care data
Apply and develop machine learning models
Identify and communicate insights from both structured and unstructured data using visualization and statistical models to enhance decision making
Integrate and understand health care data from disparate sources
Minimum Experience:
US Citizen and has the ability to eventually apply for a Secret or Top Secret clearance
Bachelor's in Data Science, Statistics, Life Sciences, Computer Science or Mathematics or equivalent experience
2-4 years' experience in health care analytics, building models, and machine learning algorithms
2-4 years' experience with web development
2-4 years` experience with building and deploying deep learning models with PyTorch or Tensorflow

Preferred Experience:
Masters in Statistics, Mathematics, Computer Science or Data Science
5+ years' experience in analytics, building models, and machine learning algorithms
Benefits:
Expression Networks offers competitive salaries and benefits, such as:
401k matching
PPO and HDHP medical/dental/vision insurance
Education reimbursement
Complimentary life insurance
Generous PTO and holiday leave
Onsite office gym access
Commuter Benefits Plan
About Expression Networks:
Founded in 1997 and headquartered in Washington DC, Expression Networks provides data fusion, data analytics, software engineering, information technology, and electromagnetic spectrum management solutions to the U.S. Department of Defense, Department of State, and national security community. Expression's “Perpetual Innovation” culture focuses on creating immediate and sustainable value for our clients via agile delivery of tailored solutions built through constant engagement with our clients. Expression Networks was ranked #1 on the Washington Technology 2018's Fast 50 list of fastest growing small business Government contractors and a Top 20 Big Data Solutions Provider by CIO Review.",data scientist
"Are you passionate about providing real impact to the country's toughest national security problems?

Are you searching for engaging work with an employer that prioritizes innovation?

If so, we may be looking for you to join our group at the Johns Hopkins University Applied Physics Laboratory (JHU/APL)!

The Tactical Intelligence Systems Group of the Asymmetric Operations Sector is seeking a Data Scientist to develop cutting-edge solutions for challenges in data science and machine learning!

As a Data Scientist, you will....

Primarily apply knowledge in machine learning, artificial intelligence, data analysis, and software development to solve big data challenges
Explore current academic research to maintain technical edge and enable innovation
Collaborate with laboratory, for-profit contractors, and sponsor teams to address critical sponsor needs
Effectively communicate results to both JHU/APL and sponsor leadership

You'll meet our minimum qualifications for the position if you...

Possess a B.S. or B.A. in Mathematics, Finance, Economics, Computer Science, Computer Engineering, or a related field
Are experienced with Artificial Intelligence, machine learning or deep learning technologies
Can be successfull working in a team environment
Possess excellent verbal and written communication skills
Have strong problem solving and organizations skills and are able to determine priorities and adjust to evolving project and sponsor needs
Are able to obtain Secret level security clearance. If selected, you will be subject to a government security clearance investigation and must meet the requirements for access to classified information. Eligibility requirements include U.S. citizenship

You'll go above and beyond our minimum qualifications if you...

Possess a M.S. or M.A. in Mathematics, Computer Science, Computer Engineering, Electrical Engineering, Information Science, or related field

Have project lead or project management experience

Have a minimum of 4 years of experience with Artificial intelligence, machine learning or deep learning and statistical analysis; active security clearance

Possess an active secret (or higher) clearance
Why work at APL?

The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation’s most critical defense, security, space and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates.

At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL’s campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities atwww.jhuapl.edu/careers.",data scientist
